AAR,BYDEL,ALDERSKAT,IETYPE,SOC_GRUPPE,SOCSTIL,PERSONER
2004,2,5,1,3,350,3
2004,2,5,1,3,360,78
2004,2,5,2,1,115,2
2004,2,5,2,1,116,7
2004,2,5,2,1,118,4
2004,2,5,2,1,131,1
2004,2,5,2,1,132,23
2004,2,5,2,1,133,10
2004,2,5,2,1,134,36
2004,2,5,2,1,135,9
2004,2,5,2,1,136,16
2004,2,5,2,2,201,5
2004,2,5,2,3,314,1
2004,2,5,2,3,324,125
2004,2,5,2,3,331,79
2004,2,5,2,3,333,12
2004,2,5,2,3,340,7
2004,2,5,2,3,360,52
2004,2,5,3,1,116,1
2004,2,5,3,1,132,1
2004,2,5,3,1,133,2
2004,2,5,3,3,324,2
2004,2,5,3,3,360,1
2004,2,6,1,1,115,29
2004,2,6,1,1,116,49
2004,2,6,1,1,118,11
2004,2,6,1,1,120,3
2004,2,6,1,1,131,3
2004,2,6,1,1,132,21
2004,2,6,1,1,133,13
2004,2,6,1,1,134,43
2004,2,6,1,1,135,13
2004,2,6,1,1,136,99
2004,2,6,1,3,329,6154
2004,2,6,1,3,333,8
2004,2,6,1,3,340,2
2004,2,6,1,3,360,14
2004,2,6,2,1,118,2
2004,2,6,2,1,120,1
2004,2,6,2,1,132,2
2004,2,6,2,1,133,4
2004,2,6,2,1,134,1
2004,2,6,2,1,135,1
2004,2,6,2,1,136,12
2004,2,6,2,3,329,492
2004,2,6,2,3,333,2
2004,2,6,2,3,340,17
2004,2,6,2,3,360,49
2004,2,6,3,1,118,1
2004,2,6,3,1,132,1
2004,2,6,3,1,136,1
2004,2,6,3,3,329,21
2004,2,6,3,3,360,3
2004,3,1,1,1,134,4
2004,3,1,1,1,135,9
2004,3,1,1,1,136,60
2004,3,1,1,3,400,6445
2004,3,1,2,1,134,3
2004,3,1,2,1,135,6
2004,3,1,2,1,136,32
2004,3,1,2,3,340,4
2004,3,1,2,3,400,683
2004,3,1,3,1,133,1
2004,3,1,3,1,134,10
2004,3,1,3,1,135,18
2004,3,1,3,1,136,37
2004,3,1,3,3,400,5191
2004,3,2,1,1,115,1
2004,3,2,1,1,116,48
2004,3,2,1,1,117,2
2004,3,2,1,1,118,7
2004,3,2,1,1,131,14
2004,3,2,1,1,132,278
2004,3,2,1,1,133,483
2004,3,2,1,1,134,3032
2004,3,2,1,1,135,519
2004,3,2,1,1,136,1239
2004,3,2,1,2,201,62
2004,3,2,1,2,202,39
2004,3,2,1,3,311,6
2004,3,2,1,3,312,7
2004,3,2,1,3,313,58
2004,3,2,1,3,314,22
2004,3,2,1,3,315,49
2004,3,2,1,3,322,3
2004,3,2,1,3,323,19
2004,3,2,1,3,331,7
2004,3,2,1,3,333,14
2004,3,2,1,3,340,102
2004,3,2,1,3,350,1337
2004,3,2,1,3,360,418
2004,3,2,2,1,115,4
2004,3,2,2,1,116,13
2004,3,2,2,1,117,3
2004,3,2,2,1,118,2
2004,3,2,2,1,120,2
2004,3,2,2,1,131,2
2004,3,2,2,1,132,10
2004,3,2,2,1,133,62
2004,3,2,2,1,134,242
2004,3,2,2,1,135,108
2004,3,2,2,1,136,211
2004,3,2,2,2,201,22
2004,3,2,2,2,202,13
2004,3,2,2,3,311,5
2004,3,2,2,3,312,11
2004,3,2,2,3,313,44
2004,3,2,2,3,314,11
2004,3,2,2,3,315,9
2004,3,2,2,3,318,2
2004,3,2,2,3,322,6
2004,3,2,2,3,323,1
2004,3,2,2,3,331,6
2004,3,2,2,3,340,91
2004,3,2,2,3,350,351
2004,3,2,2,3,360,437
2004,3,2,3,1,115,2
2004,3,2,3,1,116,3
2004,3,2,3,1,117,2
2004,3,2,3,1,132,6
2004,3,2,3,1,133,30
2004,3,2,3,1,134,196
2004,3,2,3,1,135,62
2004,3,2,3,1,136,132
2004,3,2,3,2,201,10
2004,3,2,3,2,202,13
2004,3,2,3,3,311,1
2004,3,2,3,3,312,5
2004,3,2,3,3,313,15
2004,3,2,3,3,314,5
2004,3,2,3,3,315,4
2004,3,2,3,3,322,2
2004,3,2,3,3,323,1
2004,3,2,3,3,331,3
2004,3,2,3,3,333,1
2004,3,2,3,3,340,19
2004,3,2,3,3,350,206
2004,3,2,3,3,360,95
2004,3,3,1,1,115,33
2004,3,3,1,1,116,203
2004,3,3,1,1,117,6
2004,3,3,1,1,118,12
2004,3,3,1,1,120,3
2004,3,3,1,1,131,50
2004,3,3,1,1,132,1806
2004,3,3,1,1,133,1726
2004,3,3,1,1,134,3024
2004,3,3,1,1,135,412
2004,3,3,1,1,136,1492
2004,3,3,1,2,201,418
2004,3,3,1,2,202,59
2004,3,3,1,3,311,6
2004,3,3,1,3,312,34
2004,3,3,1,3,313,39
2004,3,3,1,3,314,28
2004,3,3,1,3,315,129
2004,3,3,1,3,318,1
2004,3,3,1,3,319,1
2004,3,3,1,3,322,34
2004,3,3,1,3,323,28
2004,3,3,1,3,331,22
2004,3,3,1,3,340,174
2004,3,3,1,3,350,1187
2004,3,3,1,3,360,376
2004,3,3,2,1,115,12
2004,3,3,2,1,116,34
2004,3,3,2,1,117,6
2004,3,3,2,1,120,3
2004,3,3,2,1,131,2
2004,3,3,2,1,132,92
2004,3,3,2,1,133,108
2004,3,3,2,1,134,242
2004,3,3,2,1,135,111
2004,3,3,2,1,136,215
2004,3,3,2,2,201,98
2004,3,3,2,2,202,21
2004,3,3,2,3,311,9
2004,3,3,2,3,312,64
2004,3,3,2,3,313,64
2004,3,3,2,3,314,34
2004,3,3,2,3,315,24
2004,3,3,2,3,318,7
2004,3,3,2,3,322,12
2004,3,3,2,3,323,9
2004,3,3,2,3,331,6
2004,3,3,2,3,340,161
2004,3,3,2,3,350,118
2004,3,3,2,3,360,390
2004,3,3,3,1,115,5
2004,3,3,3,1,116,13
2004,3,3,3,1,117,2
2004,3,3,3,1,118,1
2004,3,3,3,1,131,2
2004,3,3,3,1,132,29
2004,3,3,3,1,133,32
2004,3,3,3,1,134,95
2004,3,3,3,1,135,18
2004,3,3,3,1,136,44
2004,3,3,3,2,201,24
2004,3,3,3,2,202,4
2004,3,3,3,3,311,1
2004,3,3,3,3,312,3
2004,3,3,3,3,313,4
2004,3,3,3,3,314,1
2004,3,3,3,3,315,5
2004,3,3,3,3,318,1
2004,3,3,3,3,322,6
2004,3,3,3,3,323,2
2004,3,3,3,3,331,5
2004,3,3,3,3,340,9
2004,3,3,3,3,350,21
2004,3,3,3,3,360,19
2004,3,4,1,1,115,166
2004,3,4,1,1,116,558
2004,3,4,1,1,117,70
2004,3,4,1,1,118,31
2004,3,4,1,1,120,9
2004,3,4,1,1,131,261
2004,3,4,1,1,132,4061
2004,3,4,1,1,133,3363
2004,3,4,1,1,134,4353
2004,3,4,1,1,135,866
2004,3,4,1,1,136,2174
2004,3,4,1,2,201,1128
2004,3,4,1,2,202,97
2004,3,4,1,3,311,53
2004,3,4,1,3,312,134
2004,3,4,1,3,313,156
2004,3,4,1,3,314,64
2004,3,4,1,3,315,289
2004,3,4,1,3,318,6
2004,3,4,1,3,319,29
2004,3,4,1,3,322,62
2004,3,4,1,3,323,153
2004,3,4,1,3,325,41
2004,3,4,1,3,331,1624
2004,3,4,1,3,333,24
2004,3,4,1,3,340,678
2004,3,4,1,3,350,386
2004,3,4,1,3,360,691
2004,3,4,2,1,115,186
2004,3,4,2,1,116,297
2004,3,4,2,1,117,87
2004,3,4,2,1,118,10
2004,3,4,2,1,120,16
2004,3,4,2,1,131,12
2004,3,4,2,1,132,344
2004,3,4,2,1,133,313
2004,3,4,2,1,134,770
2004,3,4,2,1,135,618
2004,3,4,2,1,136,853
2004,3,4,2,2,201,476
2004,3,4,2,2,202,97
2004,3,4,2,3,311,62
2004,3,4,2,3,312,213
2004,3,4,2,3,313,310
2004,3,4,2,3,314,254
2004,3,4,2,3,315,126
2004,3,4,2,3,318,21
2004,3,4,2,3,319,9
2004,3,4,2,3,322,22
2004,3,4,2,3,323,90
2004,3,4,2,3,325,24
2004,3,4,2,3,331,531
2004,3,4,2,3,333,4
2004,3,4,2,3,340,1161
2004,3,4,2,3,350,100
2004,3,4,2,3,360,793
2004,3,4,3,1,115,1
2004,3,4,3,1,116,4
2004,3,4,3,1,117,1
2004,3,4,3,1,131,1
2004,3,4,3,1,132,28
2004,3,4,3,1,133,20
2004,3,4,3,1,134,37
2004,3,4,3,1,135,8
2004,3,4,3,1,136,23
2004,3,4,3,2,201,16
2004,3,4,3,2,202,2
2004,3,4,3,3,311,1
2004,3,4,3,3,312,4
2004,3,4,3,3,313,4
2004,3,4,3,3,315,2
2004,3,4,3,3,322,4
2004,3,4,3,3,323,3
2004,3,4,3,3,331,10
2004,3,4,3,3,340,17
2004,3,4,3,3,350,3
2004,3,4,3,3,360,20
2004,3,5,1,1,115,13
2004,3,5,1,1,116,28
2004,3,5,1,1,117,6
2004,3,5,1,1,118,4
2004,3,5,1,1,131,19
2004,3,5,1,1,132,86
2004,3,5,1,1,133,72
2004,3,5,1,1,134,130
2004,3,5,1,1,135,53
2004,3,5,1,1,136,79
2004,3,5,1,2,201,21
2004,3,5,1,3,315,2
2004,3,5,1,3,319,1
2004,3,5,1,3,323,5
2004,3,5,1,3,324,643
2004,3,5,1,3,331,748
2004,3,5,1,3,333,29
2004,3,5,1,3,340,26
2004,3,5,1,3,360,42
2004,3,5,2,1,115,8
2004,3,5,2,1,116,7
2004,3,5,2,1,117,1
2004,3,5,2,1,132,9
2004,3,5,2,1,133,4
2004,3,5,2,1,134,17
2004,3,5,2,1,135,12
2004,3,5,2,1,136,17
2004,3,5,2,2,201,5
2004,3,5,2,2,202,1
2004,3,5,2,3,312,3
2004,3,5,2,3,315,3
2004,3,5,2,3,319,1
2004,3,5,2,3,323,3
2004,3,5,2,3,324,154
2004,3,5,2,3,331,199
2004,3,5,2,3,333,1
2004,3,5,2,3,340,68
2004,3,5,2,3,360,31
2004,3,5,3,1,136,1
2004,3,5,3,3,324,2
2004,3,6,1,1,115,2
2004,3,6,1,1,116,16
2004,3,6,1,1,118,4
2004,3,6,1,1,132,10
2004,3,6,1,1,133,8
2004,3,6,1,1,134,18
2004,3,6,1,1,135,5
2004,3,6,1,1,136,42
2004,3,6,1,3,329,4379
2004,3,6,1,3,333,2
2004,3,6,1,3,360,5
2004,3,6,2,1,115,2
2004,3,6,2,1,116,3
2004,3,6,2,1,118,1
2004,3,6,2,1,131,1
2004,3,6,2,1,132,1
2004,3,6,2,1,133,1
2004,3,6,2,1,136,3
2004,3,6,2,3,329,518
2004,3,6,2,3,333,1
2004,3,6,2,3,340,74
2004,3,6,2,3,360,50
2004,3,6,3,1,116,1
2004,3,6,3,3,329,5
2004,4,1,1,1,133,1
2004,4,1,1,1,134,9
2004,4,1,1,1,135,4
2004,4,1,1,1,136,27
2004,4,1,1,3,400,5099
2004,4,1,2,1,134,1
2004,4,1,2,1,135,1
2004,4,1,2,1,136,9
2004,4,1,2,3,340,1
2004,4,1,2,3,400,293
2004,4,1,3,1,134,2
2004,4,1,3,1,135,2
2004,4,1,3,1,136,13
2004,4,1,3,3,400,1673
2004,4,2,1,1,115,12
2004,4,2,1,1,116,28
2004,4,2,1,1,117,1
2004,4,2,1,1,118,4
2004,4,2,1,1,131,10
2004,4,2,1,1,132,135
2004,4,2,1,1,133,269
2004,4,2,1,1,134,1976
2004,4,2,1,1,135,288
2004,4,2,1,1,136,824
2004,4,2,1,2,201,51
2004,4,2,1,2,202,29
2004,4,2,1,3,311,8
2004,4,2,1,3,313,41
2004,4,2,1,3,314,19
2004,4,2,1,3,315,29
2004,4,2,1,3,322,3
2004,4,2,1,3,323,7
2004,4,2,1,3,331,8
2004,4,2,1,3,333,1
2004,4,2,1,3,340,66
2004,4,2,1,3,350,694
2004,4,2,1,3,360,240
2004,4,2,2,1,116,7
2004,4,2,2,1,117,1
2004,4,2,2,1,118,1
2004,4,2,2,1,132,4
2004,4,2,2,1,133,26
2004,4,2,2,1,134,150
2004,4,2,2,1,135,68
2004,4,2,2,1,136,183
2004,4,2,2,2,201,11
2004,4,2,2,2,202,11
2004,4,2,2,3,311,2
2004,4,2,2,3,312,5
2004,4,2,2,3,313,21
2004,4,2,2,3,314,6
2004,4,2,2,3,315,3
2004,4,2,2,3,322,2
2004,4,2,2,3,323,2
2004,4,2,2,3,331,3
2004,4,2,2,3,340,44
2004,4,2,2,3,350,161
2004,4,2,2,3,360,262
2004,4,2,3,1,116,4
2004,4,2,3,1,117,4
2004,4,2,3,1,131,1
2004,4,2,3,1,132,4
2004,4,2,3,1,133,18
2004,4,2,3,1,134,135
2004,4,2,3,1,135,41
2004,4,2,3,1,136,60
2004,4,2,3,2,201,7
2004,4,2,3,2,202,3
2004,4,2,3,3,312,1
2004,4,2,3,3,313,10
2004,4,2,3,3,314,1
2004,4,2,3,3,315,3
2004,4,2,3,3,319,1
2004,4,2,3,3,322,2
2004,4,2,3,3,323,4
2004,4,2,3,3,331,5
2004,4,2,3,3,340,10
2004,4,2,3,3,350,126
2004,4,2,3,3,360,62
2004,4,3,1,1,115,21
2004,4,3,1,1,116,146
2004,4,3,1,1,117,9
2004,4,3,1,1,118,15
2004,4,3,1,1,131,44
2004,4,3,1,1,132,1067
2004,4,3,1,1,133,1129
2004,4,3,1,1,134,2278
2004,4,3,1,1,135,309
2004,4,3,1,1,136,1106
2004,4,3,1,2,201,289
2004,4,3,1,2,202,40
2004,4,3,1,3,311,9
2004,4,3,1,3,312,24
2004,4,3,1,3,313,32
2004,4,3,1,3,314,22
2004,4,3,1,3,315,100
2004,4,3,1,3,318,1
2004,4,3,1,3,322,29
2004,4,3,1,3,323,12
2004,4,3,1,3,331,20
2004,4,3,1,3,340,90
2004,4,3,1,3,350,756
2004,4,3,1,3,360,251
2004,4,3,2,1,115,6
2004,4,3,2,1,116,17
2004,4,3,2,1,117,4
2004,4,3,2,1,118,3
2004,4,3,2,1,120,1
2004,4,3,2,1,132,54
2004,4,3,2,1,133,74
2004,4,3,2,1,134,166
2004,4,3,2,1,135,91
2004,4,3,2,1,136,196
2004,4,3,2,2,201,56
2004,4,3,2,2,202,13
2004,4,3,2,3,312,21
2004,4,3,2,3,313,24
2004,4,3,2,3,314,10
2004,4,3,2,3,315,8
2004,4,3,2,3,318,4
2004,4,3,2,3,322,11
2004,4,3,2,3,323,3
2004,4,3,2,3,331,4
2004,4,3,2,3,340,81
2004,4,3,2,3,350,88
2004,4,3,2,3,360,251
2004,4,3,3,1,115,2
2004,4,3,3,1,116,10
2004,4,3,3,1,117,4
2004,4,3,3,1,118,1
2004,4,3,3,1,132,10
2004,4,3,3,1,133,20
2004,4,3,3,1,134,60
2004,4,3,3,1,135,14
2004,4,3,3,1,136,38
2004,4,3,3,2,201,18
2004,4,3,3,2,202,4
2004,4,3,3,3,311,2
2004,4,3,3,3,312,2
2004,4,3,3,3,313,2
2004,4,3,3,3,314,2
2004,4,3,3,3,315,3
2004,4,3,3,3,318,1
2004,4,3,3,3,322,1
2004,4,3,3,3,331,10
2004,4,3,3,3,340,17
2004,4,3,3,3,350,23
2004,4,3,3,3,360,21
2004,4,4,1,1,115,135
2004,4,4,1,1,116,514
2004,4,4,1,1,117,42
2004,4,4,1,1,118,25
2004,4,4,1,1,120,5
2004,4,4,1,1,131,202
2004,4,4,1,1,132,3149
2004,4,4,1,1,133,2468
2004,4,4,1,1,134,3548
2004,4,4,1,1,135,798
2004,4,4,1,1,136,1922
2004,4,4,1,2,201,1029
2004,4,4,1,2,202,77
2004,4,4,1,3,311,48
2004,4,4,1,3,312,130
2004,4,4,1,3,313,146
2004,4,4,1,3,314,124
2004,4,4,1,3,315,224
2004,4,4,1,3,318,2
2004,4,4,1,3,319,22
2004,4,4,1,3,322,52
2004,4,4,1,3,323,115
2004,4,4,1,3,325,43
2004,4,4,1,3,331,1245
2004,4,4,1,3,333,14
2004,4,4,1,3,340,679
2004,4,4,1,3,350,336
2004,4,4,1,3,360,581
2004,4,4,2,1,115,83
2004,4,4,2,1,116,139
2004,4,4,2,1,117,37
2004,4,4,2,1,118,13
2004,4,4,2,1,120,3
2004,4,4,2,1,131,8
2004,4,4,2,1,132,208
2004,4,4,2,1,133,161
2004,4,4,2,1,134,483
2004,4,4,2,1,135,424
2004,4,4,2,1,136,736
2004,4,4,2,2,201,366
2004,4,4,2,2,202,45
2004,4,4,2,3,311,19
2004,4,4,2,3,312,114
2004,4,4,2,3,313,78
2004,4,4,2,3,314,104
2004,4,4,2,3,315,44
2004,4,4,2,3,318,14
2004,4,4,2,3,319,4
2004,4,4,2,3,322,10
2004,4,4,2,3,323,40
2004,4,4,2,3,325,20
2004,4,4,2,3,331,246
2004,4,4,2,3,333,3
2004,4,4,2,3,340,530
2004,4,4,2,3,350,63
2004,4,4,2,3,360,605
2004,4,4,3,1,115,1
2004,4,4,3,1,116,4
2004,4,4,3,1,118,1
2004,4,4,3,1,132,28
2004,4,4,3,1,133,22
2004,4,4,3,1,134,36
2004,4,4,3,1,135,6
2004,4,4,3,1,136,28
2004,4,4,3,2,201,15
2004,4,4,3,2,202,2
2004,4,4,3,3,311,2
2004,4,4,3,3,312,1
2004,4,4,3,3,313,2
2004,4,4,3,3,315,4
2004,4,4,3,3,331,8
2004,4,4,3,3,340,9
2004,4,4,3,3,350,4
2004,4,4,3,3,360,10
2004,4,5,1,1,115,7
2004,4,5,1,1,116,29
2004,4,5,1,1,117,6
2004,4,5,1,1,118,6
2004,4,5,1,1,120,2
2004,4,5,1,1,131,12
2004,4,5,1,1,132,64
2004,4,5,1,1,133,39
2004,4,5,1,1,134,110
2004,4,5,1,1,135,44
2004,4,5,1,1,136,79
2004,4,5,1,2,201,14
2004,4,5,1,3,311,4
2004,4,5,1,3,314,3
2004,4,5,1,3,315,1
2004,4,5,1,3,323,4
2004,4,5,1,3,324,587
2004,4,5,1,3,331,589
2004,4,5,1,3,333,37
2004,4,5,1,3,340,18
2004,4,5,1,3,350,1
2004,4,5,1,3,360,29
2004,4,5,2,1,115,4
2004,4,5,2,1,116,5
2004,4,5,2,1,117,2
2004,4,5,2,1,118,1
2004,4,5,2,1,120,1
2004,4,5,2,1,132,7
2004,4,5,2,1,133,2
2004,4,5,2,1,134,10
2004,4,5,2,1,135,16
2004,4,5,2,1,136,18
2004,4,5,2,2,201,6
2004,4,5,2,3,314,1
2004,4,5,2,3,324,127
2004,4,5,2,3,331,136
2004,4,5,2,3,333,1
2004,4,5,2,3,340,24
2004,4,5,2,3,360,31
2004,4,5,3,1,134,1
2004,4,5,3,1,136,1
2004,4,5,3,3,331,1
2004,4,5,3,3,360,1
2004,4,6,1,1,115,4
2004,4,6,1,1,116,7
2004,4,6,1,1,118,1
2004,4,6,1,1,131,1
2004,4,6,1,1,132,7
2004,4,6,1,1,133,4
2004,4,6,1,1,134,12
2004,4,6,1,1,135,10
2004,4,6,1,1,136,45
2004,4,6,1,3,329,3254
2004,4,6,1,3,340,1
2004,4,6,1,3,360,3
2004,4,6,2,1,116,2
2004,4,6,2,1,120,1
2004,4,6,2,1,132,1
2004,4,6,2,1,134,1
2004,4,6,2,1,136,5
2004,4,6,2,3,329,318
2004,4,6,2,3,340,15
2004,4,6,2,3,360,25
2004,4,6,3,3,329,9
2004,4,6,3,3,340,1
2004,5,1,1,1,133,1
2004,5,1,1,1,134,15
2004,5,1,1,1,135,11
2004,5,1,1,1,136,81
2004,5,1,1,3,400,5682
2004,5,1,2,1,135,2
2004,5,1,2,1,136,12
2004,5,1,2,3,400,322
2004,5,1,3,1,134,6
2004,5,1,3,1,135,4
2004,5,1,3,1,136,18
2004,5,1,3,3,400,1726
2004,5,2,1,1,115,2
2004,5,2,1,1,116,22
2004,5,2,1,1,118,2
2004,5,2,1,1,131,10
2004,5,2,1,1,132,94
2004,5,2,1,1,133,214
2004,5,2,1,1,134,1749
2004,5,2,1,1,135,288
2004,5,2,1,1,136,638
2004,5,2,1,2,201,49
2004,5,2,1,2,202,26
2004,5,2,1,3,311,6
2004,5,2,1,3,312,6
2004,5,2,1,3,313,35
2004,5,2,1,3,314,13
2004,5,2,1,3,315,33
2004,5,2,1,3,319,1
2004,5,2,1,3,322,10
2004,5,2,1,3,323,4
2004,5,2,1,3,331,14
2004,5,2,1,3,333,8
2004,5,2,1,3,340,91
2004,5,2,1,3,350,653
2004,5,2,1,3,360,261
2004,5,2,2,1,115,1
2004,5,2,2,1,116,7
2004,5,2,2,1,117,3
2004,5,2,2,1,132,4
2004,5,2,2,1,133,25
2004,5,2,2,1,134,107
2004,5,2,2,1,135,76
2004,5,2,2,1,136,103
2004,5,2,2,2,201,8
2004,5,2,2,2,202,9
2004,5,2,2,3,311,1
2004,5,2,2,3,312,5
2004,5,2,2,3,313,19
2004,5,2,2,3,314,5
2004,5,2,2,3,315,2
2004,5,2,2,3,322,3
2004,5,2,2,3,323,5
2004,5,2,2,3,331,4
2004,5,2,2,3,340,47
2004,5,2,2,3,350,116
2004,5,2,2,3,360,155
2004,5,2,3,1,115,1
2004,5,2,3,1,116,6
2004,5,2,3,1,117,1
2004,5,2,3,1,131,1
2004,5,2,3,1,132,2
2004,5,2,3,1,133,14
2004,5,2,3,1,134,105
2004,5,2,3,1,135,40
2004,5,2,3,1,136,63
2004,5,2,3,2,201,6
2004,5,2,3,2,202,3
2004,5,2,3,3,311,2
2004,5,2,3,3,313,7
2004,5,2,3,3,315,3
2004,5,2,3,3,322,1
2004,5,2,3,3,323,2
2004,5,2,3,3,331,3
2004,5,2,3,3,340,12
2004,5,2,3,3,350,90
2004,5,2,3,3,360,53
2004,5,3,1,1,115,15
2004,5,3,1,1,116,67
2004,5,3,1,1,117,7
2004,5,3,1,1,118,5
2004,5,3,1,1,120,2
2004,5,3,1,1,131,40
2004,5,3,1,1,132,520
2004,5,3,1,1,133,838
2004,5,3,1,1,134,1566
2004,5,3,1,1,135,170
2004,5,3,1,1,136,576
2004,5,3,1,2,201,141
2004,5,3,1,2,202,23
2004,5,3,1,3,311,3
2004,5,3,1,3,312,11
2004,5,3,1,3,313,17
2004,5,3,1,3,314,5
2004,5,3,1,3,315,42
2004,5,3,1,3,319,2
2004,5,3,1,3,322,14
2004,5,3,1,3,323,16
2004,5,3,1,3,331,36
2004,5,3,1,3,340,95
2004,5,3,1,3,350,270
2004,5,3,1,3,360,122
2004,5,3,2,1,115,6
2004,5,3,2,1,116,13
2004,5,3,2,1,117,5
2004,5,3,2,1,118,1
2004,5,3,2,1,120,1
2004,5,3,2,1,132,25
2004,5,3,2,1,133,35
2004,5,3,2,1,134,103
2004,5,3,2,1,135,55
2004,5,3,2,1,136,116
2004,5,3,2,2,201,44
2004,5,3,2,2,202,17
2004,5,3,2,3,311,6
2004,5,3,2,3,312,19
2004,5,3,2,3,313,21
2004,5,3,2,3,314,14
2004,5,3,2,3,315,7
2004,5,3,2,3,318,2
2004,5,3,2,3,322,9
2004,5,3,2,3,323,3
2004,5,3,2,3,331,5
2004,5,3,2,3,340,58
2004,5,3,2,3,350,33
2004,5,3,2,3,360,115
2004,5,3,3,1,115,1
2004,5,3,3,1,116,4
2004,5,3,3,1,117,2
2004,5,3,3,1,131,1
2004,5,3,3,1,132,7
2004,5,3,3,1,133,18
2004,5,3,3,1,134,41
2004,5,3,3,1,135,12
2004,5,3,3,1,136,19
2004,5,3,3,2,201,17
2004,5,3,3,3,312,4
2004,5,3,3,3,313,1
2004,5,3,3,3,323,1
2004,5,3,3,3,331,1
2004,5,3,3,3,340,8
2004,5,3,3,3,350,9
2004,5,3,3,3,360,11
2004,5,4,1,1,115,164
2004,5,4,1,1,116,361
2004,5,4,1,1,117,48
2004,5,4,1,1,118,24
2004,5,4,1,1,120,11
2004,5,4,1,1,131,283
2004,5,4,1,1,132,2578
2004,5,4,1,1,133,2612
2004,5,4,1,1,134,4002
2004,5,4,1,1,135,792
2004,5,4,1,1,136,1589
2004,5,4,1,2,201,584
2004,5,4,1,2,202,52
2004,5,4,1,3,311,22
2004,5,4,1,3,312,61
2004,5,4,1,3,313,73
2004,5,4,1,3,314,38
2004,5,4,1,3,315,142
2004,5,4,1,3,318,5
2004,5,4,1,3,319,15
2004,5,4,1,3,322,22
2004,5,4,1,3,323,80
2004,5,4,1,3,325,37
2004,5,4,1,3,331,1173
2004,5,4,1,3,333,14
2004,5,4,1,3,340,392
2004,5,4,1,3,350,98
2004,5,4,1,3,360,383
2004,5,4,2,1,115,79
2004,5,4,2,1,116,117
2004,5,4,2,1,117,44
2004,5,4,2,1,118,8
2004,5,4,2,1,120,9
2004,5,4,2,1,131,5
2004,5,4,2,1,132,197
2004,5,4,2,1,133,146
2004,5,4,2,1,134,398
2004,5,4,2,1,135,297
2004,5,4,2,1,136,431
2004,5,4,2,2,201,207
2004,5,4,2,2,202,49
2004,5,4,2,3,311,16
2004,5,4,2,3,312,70
2004,5,4,2,3,313,96
2004,5,4,2,3,314,59
2004,5,4,2,3,315,64
2004,5,4,2,3,318,9
2004,5,4,2,3,319,2
2004,5,4,2,3,322,9
2004,5,4,2,3,323,39
2004,5,4,2,3,325,16
2004,5,4,2,3,331,228
2004,5,4,2,3,333,2
2004,5,4,2,3,340,325
2004,5,4,2,3,350,19
2004,5,4,2,3,360,309
2004,5,4,3,1,115,5
2004,5,4,3,1,116,2
2004,5,4,3,1,118,1
2004,5,4,3,1,131,1
2004,5,4,3,1,132,16
2004,5,4,3,1,133,19
2004,5,4,3,1,134,39
2004,5,4,3,1,135,6
2004,5,4,3,1,136,12
2004,5,4,3,2,201,7
2004,5,4,3,3,311,1
2004,5,4,3,3,313,1
2004,5,4,3,3,315,4
2004,5,4,3,3,323,2
2004,5,4,3,3,331,9
2004,5,4,3,3,340,3
2004,5,4,3,3,350,1
2004,5,4,3,3,360,10
2004,5,5,1,1,115,20
2004,5,5,1,1,116,33
2004,5,5,1,1,117,7
2004,5,5,1,1,118,2
2004,5,5,1,1,120,3
2004,5,5,1,1,131,14
2004,5,5,1,1,132,99
2004,5,5,1,1,133,77
2004,5,5,1,1,134,191
2004,5,5,1,1,135,53
2004,5,5,1,1,136,103
2004,5,5,1,2,201,19
2004,5,5,1,3,313,1
2004,5,5,1,3,323,5
2004,5,5,1,3,324,816
2004,5,5,1,3,331,560
2004,5,5,1,3,333,39
2004,5,5,1,3,340,19
2004,5,5,1,3,350,2
2004,5,5,1,3,360,40
2004,5,5,2,1,115,2
2004,5,5,2,1,116,2
2004,5,5,2,1,117,3
2004,5,5,2,1,131,1
2004,5,5,2,1,132,3
2004,5,5,2,1,133,11
2004,5,5,2,1,134,5
2004,5,5,2,1,135,4
2004,5,5,2,1,136,6
2004,5,5,2,2,201,2
2004,5,5,2,3,312,1
2004,5,5,2,3,323,1
2004,5,5,2,3,324,84
2004,5,5,2,3,331,80
2004,5,5,2,3,340,10
2004,5,5,2,3,360,9
2004,5,5,3,3,331,2
2004,5,6,1,1,115,5
2004,5,6,1,1,116,29
2004,5,6,1,1,118,7
2004,5,6,1,1,120,2
2004,5,6,1,1,131,2
2004,5,6,1,1,132,10
2004,5,6,1,1,133,13
2004,5,6,1,1,134,24
2004,5,6,1,1,135,7
2004,5,6,1,1,136,75
2004,5,6,1,3,329,5554
2004,5,6,1,3,333,4
2004,5,6,1,3,360,7
2004,5,6,2,1,116,2
2004,5,6,2,1,118,1
2004,5,6,2,1,134,3
2004,5,6,2,1,136,4
2004,5,6,2,3,329,291
2004,5,6,2,3,340,21
2004,5,6,2,3,360,22
2004,5,6,3,3,329,3
2004,6,1,1,1,132,1
2004,6,1,1,1,134,12
2004,6,1,1,1,135,17
2004,6,1,1,1,136,55
2004,6,1,1,3,400,5137
2004,6,1,2,1,134,2
2004,6,1,2,1,135,2
2004,6,1,2,1,136,2
2004,6,1,2,3,400,100
2004,6,1,3,1,134,1
2004,6,1,3,1,136,4
2004,6,1,3,3,400,567
