AAR,BYDEL,ALDERSKAT,IETYPE,SOC_GRUPPE,SOCSTIL,PERSONER
2009,5,4,3,3,360,12
2009,5,5,1,1,115,22
2009,5,5,1,1,116,61
2009,5,5,1,1,118,8
2009,5,5,1,1,120,2
2009,5,5,1,1,131,36
2009,5,5,1,1,132,193
2009,5,5,1,1,133,164
2009,5,5,1,1,134,285
2009,5,5,1,1,135,65
2009,5,5,1,1,136,119
2009,5,5,1,2,201,16
2009,5,5,1,2,202,2
2009,5,5,1,3,312,10
2009,5,5,1,3,315,1
2009,5,5,1,3,316,4
2009,5,5,1,3,323,18
2009,5,5,1,3,324,541
2009,5,5,1,3,326,20
2009,5,5,1,3,329,471
2009,5,5,1,3,331,365
2009,5,5,1,3,333,33
2009,5,5,1,3,340,18
2009,5,5,1,3,360,47
2009,5,5,2,1,115,6
2009,5,5,2,1,116,6
2009,5,5,2,1,118,3
2009,5,5,2,1,120,1
2009,5,5,2,1,132,14
2009,5,5,2,1,133,9
2009,5,5,2,1,134,25
2009,5,5,2,1,135,10
2009,5,5,2,1,136,11
2009,5,5,2,3,312,5
2009,5,5,2,3,316,1
2009,5,5,2,3,323,2
2009,5,5,2,3,324,75
2009,5,5,2,3,326,1
2009,5,5,2,3,329,60
2009,5,5,2,3,331,87
2009,5,5,2,3,333,1
2009,5,5,2,3,340,16
2009,5,5,2,3,360,20
2009,5,5,3,1,116,1
2009,5,5,3,1,134,1
2009,5,5,3,3,312,2
2009,5,5,3,3,329,1
2009,5,5,3,3,331,1
2009,5,5,3,3,360,1
2009,5,6,1,1,115,4
2009,5,6,1,1,116,32
2009,5,6,1,1,118,5
2009,5,6,1,1,120,3
2009,5,6,1,1,131,6
2009,5,6,1,1,132,12
2009,5,6,1,1,133,7
2009,5,6,1,1,134,29
2009,5,6,1,1,135,15
2009,5,6,1,1,136,62
2009,5,6,1,3,329,4500
2009,5,6,1,3,333,1
2009,5,6,2,1,116,1
2009,5,6,2,1,118,1
2009,5,6,2,1,132,2
2009,5,6,2,1,134,2
2009,5,6,2,1,135,1
2009,5,6,2,1,136,4
2009,5,6,2,3,329,338
2009,5,6,2,3,340,17
2009,5,6,2,3,360,19
2009,5,6,3,3,329,4
2009,6,1,1,1,133,6
2009,6,1,1,1,134,63
2009,6,1,1,1,135,32
2009,6,1,1,1,136,57
2009,6,1,1,3,400,5149
2009,6,1,2,1,132,1
2009,6,1,2,1,134,2
2009,6,1,2,1,135,3
2009,6,1,2,1,136,1
2009,6,1,2,3,400,101
2009,6,1,3,1,134,3
2009,6,1,3,1,135,4
2009,6,1,3,1,136,4
2009,6,1,3,3,400,626
2009,6,2,1,1,116,18
2009,6,2,1,1,118,5
2009,6,2,1,1,131,17
2009,6,2,1,1,132,117
2009,6,2,1,1,133,290
2009,6,2,1,1,134,1675
2009,6,2,1,1,135,304
2009,6,2,1,1,136,246
2009,6,2,1,2,201,16
2009,6,2,1,2,202,19
2009,6,2,1,3,312,29
2009,6,2,1,3,316,9
2009,6,2,1,3,322,13
2009,6,2,1,3,323,8
2009,6,2,1,3,331,12
2009,6,2,1,3,333,10
2009,6,2,1,3,340,27
2009,6,2,1,3,350,645
2009,6,2,1,3,360,193
2009,6,2,2,1,115,1
2009,6,2,2,1,116,1
2009,6,2,2,1,118,2
2009,6,2,2,1,131,2
2009,6,2,2,1,132,7
2009,6,2,2,1,133,13
2009,6,2,2,1,134,104
2009,6,2,2,1,135,56
2009,6,2,2,1,136,38
2009,6,2,2,2,201,1
2009,6,2,2,2,202,4
2009,6,2,2,3,311,2
2009,6,2,2,3,312,3
2009,6,2,2,3,316,3
2009,6,2,2,3,322,3
2009,6,2,2,3,323,1
2009,6,2,2,3,331,2
2009,6,2,2,3,340,4
2009,6,2,2,3,350,50
2009,6,2,2,3,360,135
2009,6,2,3,1,132,1
2009,6,2,3,1,133,3
2009,6,2,3,1,134,84
2009,6,2,3,1,135,22
2009,6,2,3,1,136,11
2009,6,2,3,2,202,3
2009,6,2,3,3,312,2
2009,6,2,3,3,315,1
2009,6,2,3,3,316,2
2009,6,2,3,3,340,3
2009,6,2,3,3,350,46
2009,6,2,3,3,360,14
2009,6,3,1,1,115,5
2009,6,3,1,1,116,51
2009,6,3,1,1,118,5
2009,6,3,1,1,120,1
2009,6,3,1,1,131,35
2009,6,3,1,1,132,526
2009,6,3,1,1,133,647
2009,6,3,1,1,134,948
2009,6,3,1,1,135,108
2009,6,3,1,1,136,159
2009,6,3,1,2,201,33
2009,6,3,1,2,202,11
2009,6,3,1,3,311,2
2009,6,3,1,3,312,34
2009,6,3,1,3,316,2
2009,6,3,1,3,319,1
2009,6,3,1,3,322,21
2009,6,3,1,3,323,15
2009,6,3,1,3,331,2
2009,6,3,1,3,333,1
2009,6,3,1,3,340,29
2009,6,3,1,3,350,193
2009,6,3,1,3,360,84
2009,6,3,2,1,116,6
2009,6,3,2,1,120,1
2009,6,3,2,1,131,3
2009,6,3,2,1,132,53
2009,6,3,2,1,133,32
2009,6,3,2,1,134,95
2009,6,3,2,1,135,59
2009,6,3,2,1,136,53
2009,6,3,2,2,201,6
2009,6,3,2,2,202,5
2009,6,3,2,3,311,1
2009,6,3,2,3,312,18
2009,6,3,2,3,313,1
2009,6,3,2,3,322,6
2009,6,3,2,3,323,2
2009,6,3,2,3,331,1
2009,6,3,2,3,340,7
2009,6,3,2,3,350,35
2009,6,3,2,3,360,146
2009,6,3,3,1,116,3
2009,6,3,3,1,131,1
2009,6,3,3,1,132,10
2009,6,3,3,1,133,23
2009,6,3,3,1,134,18
2009,6,3,3,1,135,5
2009,6,3,3,1,136,7
2009,6,3,3,2,201,2
2009,6,3,3,2,202,1
2009,6,3,3,3,312,4
2009,6,3,3,3,331,1
2009,6,3,3,3,340,1
2009,6,3,3,3,350,3
2009,6,3,3,3,360,4
2009,6,4,1,1,115,140
2009,6,4,1,1,116,423
2009,6,4,1,1,118,48
2009,6,4,1,1,120,8
2009,6,4,1,1,131,459
2009,6,4,1,1,132,3115
2009,6,4,1,1,133,3177
2009,6,4,1,1,134,3102
2009,6,4,1,1,135,545
2009,6,4,1,1,136,737
2009,6,4,1,2,201,173
2009,6,4,1,2,202,11
2009,6,4,1,3,311,13
2009,6,4,1,3,312,149
2009,6,4,1,3,315,8
2009,6,4,1,3,316,23
2009,6,4,1,3,318,3
2009,6,4,1,3,319,37
2009,6,4,1,3,322,61
2009,6,4,1,3,323,179
2009,6,4,1,3,331,480
2009,6,4,1,3,333,18
2009,6,4,1,3,340,208
2009,6,4,1,3,350,101
2009,6,4,1,3,360,364
2009,6,4,2,1,115,49
2009,6,4,2,1,116,81
2009,6,4,2,1,118,11
2009,6,4,2,1,120,5
2009,6,4,2,1,131,14
2009,6,4,2,1,132,200
2009,6,4,2,1,133,178
2009,6,4,2,1,134,368
2009,6,4,2,1,135,229
2009,6,4,2,1,136,156
2009,6,4,2,2,201,54
2009,6,4,2,2,202,8
2009,6,4,2,3,311,5
2009,6,4,2,3,312,66
2009,6,4,2,3,315,2
2009,6,4,2,3,316,12
2009,6,4,2,3,318,1
2009,6,4,2,3,319,1
2009,6,4,2,3,322,10
2009,6,4,2,3,323,49
2009,6,4,2,3,331,99
2009,6,4,2,3,333,3
2009,6,4,2,3,340,103
2009,6,4,2,3,350,29
2009,6,4,2,3,360,268
2009,6,4,3,1,115,2
2009,6,4,3,1,116,3
2009,6,4,3,1,120,1
2009,6,4,3,1,131,1
2009,6,4,3,1,132,17
2009,6,4,3,1,133,21
2009,6,4,3,1,134,31
2009,6,4,3,1,135,5
2009,6,4,3,1,136,6
2009,6,4,3,2,201,1
2009,6,4,3,2,202,1
2009,6,4,3,3,311,1
2009,6,4,3,3,312,1
2009,6,4,3,3,316,1
2009,6,4,3,3,322,1
2009,6,4,3,3,323,1
2009,6,4,3,3,331,3
2009,6,4,3,3,340,1
2009,6,4,3,3,350,1
2009,6,4,3,3,360,8
2009,6,5,1,1,115,30
2009,6,5,1,1,116,60
2009,6,5,1,1,118,8
2009,6,5,1,1,120,1
2009,6,5,1,1,131,41
2009,6,5,1,1,132,255
2009,6,5,1,1,133,196
2009,6,5,1,1,134,255
2009,6,5,1,1,135,61
2009,6,5,1,1,136,95
2009,6,5,1,2,201,6
2009,6,5,1,3,311,2
2009,6,5,1,3,312,9
2009,6,5,1,3,316,2
2009,6,5,1,3,319,1
2009,6,5,1,3,323,13
2009,6,5,1,3,324,544
2009,6,5,1,3,326,19
2009,6,5,1,3,329,372
2009,6,5,1,3,331,249
2009,6,5,1,3,333,45
2009,6,5,1,3,340,21
2009,6,5,1,3,350,2
2009,6,5,1,3,360,44
2009,6,5,2,1,115,1
2009,6,5,2,1,116,4
2009,6,5,2,1,131,1
2009,6,5,2,1,132,17
2009,6,5,2,1,133,12
2009,6,5,2,1,134,14
2009,6,5,2,1,135,7
2009,6,5,2,1,136,9
2009,6,5,2,2,201,4
2009,6,5,2,3,312,3
2009,6,5,2,3,323,6
2009,6,5,2,3,324,62
2009,6,5,2,3,326,1
2009,6,5,2,3,329,36
2009,6,5,2,3,331,31
2009,6,5,2,3,333,3
2009,6,5,2,3,340,5
2009,6,5,2,3,360,13
2009,6,5,3,1,133,1
2009,6,5,3,3,324,1
2009,6,5,3,3,331,1
2009,6,6,1,1,115,8
2009,6,6,1,1,116,48
2009,6,6,1,1,118,7
2009,6,6,1,1,120,1
2009,6,6,1,1,131,4
2009,6,6,1,1,132,18
2009,6,6,1,1,133,12
2009,6,6,1,1,134,32
2009,6,6,1,1,135,12
2009,6,6,1,1,136,88
2009,6,6,1,3,329,3580
2009,6,6,1,3,360,3
2009,6,6,2,1,115,2
2009,6,6,2,1,116,3
2009,6,6,2,1,118,1
2009,6,6,2,1,132,3
2009,6,6,2,1,136,1
2009,6,6,2,3,329,156
2009,6,6,2,3,340,3
2009,6,6,2,3,360,17
2009,6,6,3,3,329,7
2009,7,1,1,1,118,1
2009,7,1,1,1,131,1
2009,7,1,1,1,132,1
2009,7,1,1,1,133,2
2009,7,1,1,1,134,53
2009,7,1,1,1,135,32
2009,7,1,1,1,136,47
2009,7,1,1,3,400,5305
2009,7,1,2,1,134,5
2009,7,1,2,1,135,2
2009,7,1,2,1,136,2
2009,7,1,2,3,340,3
2009,7,1,2,3,400,274
2009,7,1,3,1,133,1
2009,7,1,3,1,134,18
2009,7,1,3,1,135,15
2009,7,1,3,1,136,9
2009,7,1,3,3,400,2492
2009,7,2,1,1,115,1
2009,7,2,1,1,116,13
2009,7,2,1,1,118,4
2009,7,2,1,1,131,12
2009,7,2,1,1,132,60
2009,7,2,1,1,133,144
2009,7,2,1,1,134,1245
2009,7,2,1,1,135,251
2009,7,2,1,1,136,203
2009,7,2,1,2,201,14
2009,7,2,1,2,202,24
2009,7,2,1,3,311,2
2009,7,2,1,3,312,34
2009,7,2,1,3,315,1
2009,7,2,1,3,316,8
2009,7,2,1,3,322,2
2009,7,2,1,3,323,7
2009,7,2,1,3,331,14
2009,7,2,1,3,333,10
2009,7,2,1,3,340,36
2009,7,2,1,3,350,604
2009,7,2,1,3,360,207
2009,7,2,2,1,115,3
2009,7,2,2,1,116,6
2009,7,2,2,1,118,2
2009,7,2,2,1,131,2
2009,7,2,2,1,132,8
2009,7,2,2,1,133,33
2009,7,2,2,1,134,239
2009,7,2,2,1,135,112
2009,7,2,2,1,136,70
2009,7,2,2,2,201,7
2009,7,2,2,2,202,12
2009,7,2,2,3,312,12
2009,7,2,2,3,316,4
2009,7,2,2,3,323,2
2009,7,2,2,3,331,1
2009,7,2,2,3,340,15
2009,7,2,2,3,350,146
2009,7,2,2,3,360,205
2009,7,2,3,1,115,1
2009,7,2,3,1,116,3
2009,7,2,3,1,118,1
2009,7,2,3,1,131,1
2009,7,2,3,1,132,7
2009,7,2,3,1,133,8
2009,7,2,3,1,134,241
2009,7,2,3,1,135,57
2009,7,2,3,1,136,34
2009,7,2,3,2,201,5
2009,7,2,3,2,202,2
2009,7,2,3,3,312,10
2009,7,2,3,3,316,1
2009,7,2,3,3,322,4
2009,7,2,3,3,323,3
2009,7,2,3,3,331,2
2009,7,2,3,3,333,1
2009,7,2,3,3,340,10
2009,7,2,3,3,350,116
2009,7,2,3,3,360,77
2009,7,3,1,1,115,6
2009,7,3,1,1,116,30
2009,7,3,1,1,118,2
2009,7,3,1,1,120,1
2009,7,3,1,1,131,25
2009,7,3,1,1,132,209
2009,7,3,1,1,133,286
2009,7,3,1,1,134,618
2009,7,3,1,1,135,69
2009,7,3,1,1,136,104
2009,7,3,1,2,201,23
2009,7,3,1,2,202,4
2009,7,3,1,3,311,5
2009,7,3,1,3,312,42
2009,7,3,1,3,315,3
2009,7,3,1,3,316,8
2009,7,3,1,3,318,1
2009,7,3,1,3,322,17
2009,7,3,1,3,323,14
2009,7,3,1,3,331,11
2009,7,3,1,3,340,29
2009,7,3,1,3,350,107
2009,7,3,1,3,360,77
2009,7,3,2,1,115,7
2009,7,3,2,1,116,18
2009,7,3,2,1,118,2
2009,7,3,2,1,131,2
2009,7,3,2,1,132,45
2009,7,3,2,1,133,41
2009,7,3,2,1,134,132
2009,7,3,2,1,135,112
2009,7,3,2,1,136,78
2009,7,3,2,2,201,18
2009,7,3,2,2,202,8
2009,7,3,2,3,312,30
2009,7,3,2,3,313,2
2009,7,3,2,3,315,1
2009,7,3,2,3,316,10
2009,7,3,2,3,318,3
2009,7,3,2,3,322,11
2009,7,3,2,3,323,11
2009,7,3,2,3,331,5
2009,7,3,2,3,340,23
2009,7,3,2,3,350,35
2009,7,3,2,3,360,206
2009,7,3,3,1,116,2
2009,7,3,3,1,132,8
2009,7,3,3,1,133,19
2009,7,3,3,1,134,48
2009,7,3,3,1,135,7
2009,7,3,3,1,136,6
2009,7,3,3,2,201,8
2009,7,3,3,2,202,2
2009,7,3,3,3,312,8
2009,7,3,3,3,316,2
2009,7,3,3,3,322,2
2009,7,3,3,3,323,4
2009,7,3,3,3,331,6
2009,7,3,3,3,340,5
2009,7,3,3,3,350,5
2009,7,3,3,3,360,10
2009,7,4,1,1,115,144
2009,7,4,1,1,116,410
2009,7,4,1,1,118,28
2009,7,4,1,1,120,10
2009,7,4,1,1,131,415
2009,7,4,1,1,132,2431
2009,7,4,1,1,133,2453
2009,7,4,1,1,134,2724
2009,7,4,1,1,135,558
2009,7,4,1,1,136,679
2009,7,4,1,2,201,114
2009,7,4,1,2,202,18
2009,7,4,1,3,311,27
2009,7,4,1,3,312,213
2009,7,4,1,3,315,13
2009,7,4,1,3,316,23
2009,7,4,1,3,318,3
2009,7,4,1,3,319,27
2009,7,4,1,3,322,48
2009,7,4,1,3,323,171
2009,7,4,1,3,331,703
2009,7,4,1,3,333,11
2009,7,4,1,3,340,320
2009,7,4,1,3,350,71
2009,7,4,1,3,360,327
2009,7,4,2,1,115,93
2009,7,4,2,1,116,155
2009,7,4,2,1,118,16
2009,7,4,2,1,120,4
2009,7,4,2,1,131,19
2009,7,4,2,1,132,222
2009,7,4,2,1,133,185
2009,7,4,2,1,134,717
2009,7,4,2,1,135,629
2009,7,4,2,1,136,288
2009,7,4,2,2,201,172
2009,7,4,2,2,202,29
2009,7,4,2,3,311,26
2009,7,4,2,3,312,268
2009,7,4,2,3,315,2
2009,7,4,2,3,316,42
2009,7,4,2,3,318,11
2009,7,4,2,3,319,8
2009,7,4,2,3,322,25
2009,7,4,2,3,323,128
2009,7,4,2,3,331,344
2009,7,4,2,3,333,2
2009,7,4,2,3,340,384
2009,7,4,2,3,350,38
2009,7,4,2,3,360,437
2009,7,4,3,1,115,3
2009,7,4,3,1,116,3
2009,7,4,3,1,131,3
2009,7,4,3,1,132,28
2009,7,4,3,1,133,36
2009,7,4,3,1,134,39
2009,7,4,3,1,135,16
2009,7,4,3,1,136,10
2009,7,4,3,2,201,4
2009,7,4,3,2,202,1
2009,7,4,3,3,311,2
2009,7,4,3,3,312,1
2009,7,4,3,3,316,2
2009,7,4,3,3,319,1
2009,7,4,3,3,322,1
2009,7,4,3,3,323,5
2009,7,4,3,3,331,9
2009,7,4,3,3,340,11
2009,7,4,3,3,350,2
2009,7,4,3,3,360,14
2009,7,5,1,1,115,19
2009,7,5,1,1,116,62
2009,7,5,1,1,118,4
2009,7,5,1,1,120,4
2009,7,5,1,1,131,45
2009,7,5,1,1,132,177
2009,7,5,1,1,133,188
2009,7,5,1,1,134,253
2009,7,5,1,1,135,62
2009,7,5,1,1,136,100
2009,7,5,1,2,201,14
2009,7,5,1,3,311,1
2009,7,5,1,3,312,6
2009,7,5,1,3,316,2
2009,7,5,1,3,323,14
2009,7,5,1,3,324,582
2009,7,5,1,3,326,15
2009,7,5,1,3,329,474
2009,7,5,1,3,331,325
2009,7,5,1,3,333,30
2009,7,5,1,3,340,22
2009,7,5,1,3,350,1
2009,7,5,1,3,360,39
2009,7,5,2,1,115,7
2009,7,5,2,1,116,11
2009,7,5,2,1,118,1
2009,7,5,2,1,120,1
2009,7,5,2,1,131,5
2009,7,5,2,1,132,9
2009,7,5,2,1,133,5
2009,7,5,2,1,134,23
2009,7,5,2,1,135,16
2009,7,5,2,1,136,12
2009,7,5,2,2,201,3
2009,7,5,2,3,312,8
2009,7,5,2,3,323,4
2009,7,5,2,3,324,83
2009,7,5,2,3,326,5
2009,7,5,2,3,329,68
2009,7,5,2,3,331,66
2009,7,5,2,3,333,1
2009,7,5,2,3,340,33
2009,7,5,2,3,360,19
2009,7,5,3,3,324,1
2009,7,5,3,3,329,1
2009,7,5,3,3,331,1
2009,7,6,1,1,115,6
2009,7,6,1,1,116,34
2009,7,6,1,1,118,5
2009,7,6,1,1,120,3
2009,7,6,1,1,131,5
2009,7,6,1,1,132,7
2009,7,6,1,1,133,10
2009,7,6,1,1,134,22
2009,7,6,1,1,135,13
2009,7,6,1,1,136,81
2009,7,6,1,3,329,4546
2009,7,6,1,3,360,3
2009,7,6,2,1,115,1
2009,7,6,2,1,132,1
2009,7,6,2,1,134,3
2009,7,6,2,1,135,2
2009,7,6,2,1,136,6
2009,7,6,2,3,329,338
2009,7,6,2,3,333,1
2009,7,6,2,3,340,18
2009,7,6,2,3,360,16
2009,7,6,3,3,329,9
2009,7,6,3,3,333,1
2009,8,1,1,1,133,2
2009,8,1,1,1,134,35
2009,8,1,1,1,135,20
2009,8,1,1,1,136,44
2009,8,1,1,3,400,4007
2009,8,1,2,1,134,3
2009,8,1,2,1,135,4
2009,8,1,2,1,136,3
2009,8,1,2,3,400,274
2009,8,1,3,1,134,10
2009,8,1,3,1,135,16
2009,8,1,3,1,136,10
2009,8,1,3,3,400,2144
2009,8,2,1,1,116,27
2009,8,2,1,1,118,8
2009,8,2,1,1,131,31
2009,8,2,1,1,132,218
2009,8,2,1,1,133,407
2009,8,2,1,1,134,2491
2009,8,2,1,1,135,425
2009,8,2,1,1,136,317
2009,8,2,1,2,201,26
2009,8,2,1,2,202,23
2009,8,2,1,3,311,3
2009,8,2,1,3,312,71
2009,8,2,1,3,315,2
2009,8,2,1,3,316,9
2009,8,2,1,3,322,6
2009,8,2,1,3,323,17
2009,8,2,1,3,331,17
2009,8,2,1,3,333,16
2009,8,2,1,3,340,65
2009,8,2,1,3,350,818
2009,8,2,1,3,360,280
2009,8,2,2,1,115,5
2009,8,2,2,1,116,9
2009,8,2,2,1,118,2
2009,8,2,2,1,131,2
2009,8,2,2,1,132,24
2009,8,2,2,1,133,53
2009,8,2,2,1,134,306
2009,8,2,2,1,135,155
2009,8,2,2,1,136,106
2009,8,2,2,2,201,7
2009,8,2,2,2,202,12
2009,8,2,2,3,312,23
2009,8,2,2,3,316,3
2009,8,2,2,3,322,5
2009,8,2,2,3,323,4
2009,8,2,2,3,331,2
2009,8,2,2,3,340,21
2009,8,2,2,3,350,176
2009,8,2,2,3,360,483
2009,8,2,3,1,115,1
2009,8,2,3,1,116,9
2009,8,2,3,1,118,1
2009,8,2,3,1,131,3
2009,8,2,3,1,132,14
2009,8,2,3,1,133,25
2009,8,2,3,1,134,210
2009,8,2,3,1,135,67
2009,8,2,3,1,136,36
2009,8,2,3,2,201,9
2009,8,2,3,2,202,12
2009,8,2,3,3,312,14
2009,8,2,3,3,316,4
2009,8,2,3,3,322,1
2009,8,2,3,3,323,3
2009,8,2,3,3,331,2
2009,8,2,3,3,333,2
2009,8,2,3,3,340,9
2009,8,2,3,3,350,119
2009,8,2,3,3,360,65
2009,8,3,1,1,115,12
2009,8,3,1,1,116,94
2009,8,3,1,1,118,14
2009,8,3,1,1,131,46
2009,8,3,1,1,132,885
2009,8,3,1,1,133,1019
2009,8,3,1,1,134,1652
2009,8,3,1,1,135,199
2009,8,3,1,1,136,331
2009,8,3,1,2,201,78
2009,8,3,1,2,202,16
2009,8,3,1,3,311,13
2009,8,3,1,3,312,86
2009,8,3,1,3,315,4
2009,8,3,1,3,316,17
2009,8,3,1,3,322,34
2009,8,3,1,3,323,23
2009,8,3,1,3,331,35
2009,8,3,1,3,340,66
2009,8,3,1,3,350,456
2009,8,3,1,3,360,166
2009,8,3,2,1,115,11
2009,8,3,2,1,116,31
2009,8,3,2,1,118,4
2009,8,3,2,1,120,1
2009,8,3,2,1,131,5
2009,8,3,2,1,132,92
2009,8,3,2,1,133,109
2009,8,3,2,1,134,252
2009,8,3,2,1,135,174
2009,8,3,2,1,136,111
2009,8,3,2,2,201,25
2009,8,3,2,2,202,11
2009,8,3,2,3,311,2
2009,8,3,2,3,312,34
2009,8,3,2,3,313,1
2009,8,3,2,3,315,1
2009,8,3,2,3,316,10
2009,8,3,2,3,322,12
2009,8,3,2,3,323,13
2009,8,3,2,3,331,6
2009,8,3,2,3,340,39
2009,8,3,2,3,350,73
2009,8,3,2,3,360,329
2009,8,3,3,1,115,1
2009,8,3,3,1,116,14
2009,8,3,3,1,118,2
2009,8,3,3,1,131,1
2009,8,3,3,1,132,26
2009,8,3,3,1,133,39
2009,8,3,3,1,134,74
2009,8,3,3,1,135,19
2009,8,3,3,1,136,27
2009,8,3,3,2,201,9
2009,8,3,3,2,202,1
2009,8,3,3,3,311,1
2009,8,3,3,3,312,8
2009,8,3,3,3,316,3
2009,8,3,3,3,319,1
2009,8,3,3,3,322,5
2009,8,3,3,3,323,6
2009,8,3,3,3,331,1
2009,8,3,3,3,340,9
2009,8,3,3,3,350,18
2009,8,3,3,3,360,18
2009,8,4,1,1,115,89
2009,8,4,1,1,116,376
2009,8,4,1,1,118,36
2009,8,4,1,1,120,5
2009,8,4,1,1,131,255
2009,8,4,1,1,132,2221
2009,8,4,1,1,133,2321
2009,8,4,1,1,134,3249
2009,8,4,1,1,135,757
2009,8,4,1,1,136,742
2009,8,4,1,2,201,206
2009,8,4,1,2,202,30
2009,8,4,1,3,311,36
2009,8,4,1,3,312,351
2009,8,4,1,3,315,16
2009,8,4,1,3,316,55
2009,8,4,1,3,318,1
2009,8,4,1,3,319,39
2009,8,4,1,3,322,70
2009,8,4,1,3,323,200
2009,8,4,1,3,331,1130
2009,8,4,1,3,333,16
2009,8,4,1,3,340,538
2009,8,4,1,3,350,189
2009,8,4,1,3,360,440
2009,8,4,2,1,115,99
2009,8,4,2,1,116,164
2009,8,4,2,1,118,31
2009,8,4,2,1,120,5
2009,8,4,2,1,131,15
2009,8,4,2,1,132,261
2009,8,4,2,1,133,285
2009,8,4,2,1,134,961
2009,8,4,2,1,135,762
2009,8,4,2,1,136,388
2009,8,4,2,2,201,190
2009,8,4,2,2,202,40
2009,8,4,2,3,311,22
2009,8,4,2,3,312,287
2009,8,4,2,3,315,4
2009,8,4,2,3,316,60
2009,8,4,2,3,318,8
2009,8,4,2,3,319,10
2009,8,4,2,3,322,31
2009,8,4,2,3,323,132
2009,8,4,2,3,331,391
2009,8,4,2,3,333,2
2009,8,4,2,3,340,452
2009,8,4,2,3,350,46
2009,8,4,2,3,360,661
2009,8,4,3,1,115,1
2009,8,4,3,1,116,6
2009,8,4,3,1,118,2
2009,8,4,3,1,131,8
2009,8,4,3,1,132,36
2009,8,4,3,1,133,32
2009,8,4,3,1,134,76
2009,8,4,3,1,135,19
2009,8,4,3,1,136,18
2009,8,4,3,2,201,8
2009,8,4,3,2,202,1
2009,8,4,3,3,311,1
2009,8,4,3,3,312,5
2009,8,4,3,3,316,2
2009,8,4,3,3,319,2
2009,8,4,3,3,322,5
2009,8,4,3,3,323,4
2009,8,4,3,3,331,18
2009,8,4,3,3,340,11
2009,8,4,3,3,350,5
2009,8,4,3,3,360,20
2009,8,5,1,1,115,14
2009,8,5,1,1,116,32
2009,8,5,1,1,118,13
2009,8,5,1,1,120,3
2009,8,5,1,1,131,16
2009,8,5,1,1,132,151
2009,8,5,1,1,133,145
2009,8,5,1,1,134,236
2009,8,5,1,1,135,63
2009,8,5,1,1,136,98
2009,8,5,1,2,201,5
2009,8,5,1,2,202,1
2009,8,5,1,3,311,4
2009,8,5,1,3,312,5
2009,8,5,1,3,316,2
2009,8,5,1,3,319,4
2009,8,5,1,3,323,22
2009,8,5,1,3,324,491
2009,8,5,1,3,326,16
2009,8,5,1,3,329,431
2009,8,5,1,3,331,437
2009,8,5,1,3,333,33
2009,8,5,1,3,340,34
2009,8,5,1,3,350,1
2009,8,5,1,3,360,40
2009,8,5,2,1,115,5
2009,8,5,2,1,116,10
2009,8,5,2,1,132,16
2009,8,5,2,1,133,9
2009,8,5,2,1,134,26
2009,8,5,2,1,135,22
2009,8,5,2,1,136,10
2009,8,5,2,2,201,5
2009,8,5,2,3,311,1
2009,8,5,2,3,312,5
2009,8,5,2,3,323,7
2009,8,5,2,3,324,107
2009,8,5,2,3,326,2
2009,8,5,2,3,329,81
2009,8,5,2,3,331,108
2009,8,5,2,3,333,1
2009,8,5,2,3,340,41
2009,8,5,2,3,360,21
2009,8,5,3,1,135,1
2009,8,5,3,3,329,1
2009,8,5,3,3,331,1
2009,8,6,1,1,115,3
2009,8,6,1,1,116,26
2009,8,6,1,1,118,1
2009,8,6,1,1,120,1
2009,8,6,1,1,131,1
2009,8,6,1,1,132,15
2009,8,6,1,1,133,5
2009,8,6,1,1,134,20
2009,8,6,1,1,135,16
2009,8,6,1,1,136,62
2009,8,6,1,3,329,4101
2009,8,6,1,3,360,1
2009,8,6,2,1,116,1
2009,8,6,2,1,118,2
2009,8,6,2,1,132,2
2009,8,6,2,1,133,1
2009,8,6,2,1,134,3
2009,8,6,2,1,135,1
2009,8,6,2,1,136,6
2009,8,6,2,3,329,405
2009,8,6,2,3,333,1
2009,8,6,2,3,340,33
2009,8,6,2,3,360,24
2009,8,6,3,3,329,7
2009,9,1,1,1,131,1
2009,9,1,1,1,132,4
2009,9,1,1,1,133,6
2009,9,1,1,1,134,39
2009,9,1,1,1,135,48
2009,9,1,1,1,136,56
2009,9,1,1,3,400,5708
2009,9,1,2,1,132,1
2009,9,1,2,1,134,2
2009,9,1,2,1,136,1
2009,9,1,2,3,400,230
2009,9,1,3,1,134,9
2009,9,1,3,1,135,5
2009,9,1,3,1,136,5
2009,9,1,3,3,400,1286
2009,9,2,1,1,115,6
2009,9,2,1,1,116,33
2009,9,2,1,1,118,6
2009,9,2,1,1,131,18
2009,9,2,1,1,132,250
2009,9,2,1,1,133,414
2009,9,2,1,1,134,2731
2009,9,2,1,1,135,428
2009,9,2,1,1,136,357
2009,9,2,1,2,201,27
2009,9,2,1,2,202,24
2009,9,2,1,3,311,2
2009,9,2,1,3,312,50
2009,9,2,1,3,316,11
2009,9,2,1,3,322,7
2009,9,2,1,3,323,9
2009,9,2,1,3,331,7
2009,9,2,1,3,333,16
2009,9,2,1,3,340,46
2009,9,2,1,3,350,934
2009,9,2,1,3,360,287
2009,9,2,2,1,115,1
2009,9,2,2,1,116,9
2009,9,2,2,1,118,2
2009,9,2,2,1,132,21
2009,9,2,2,1,133,40
2009,9,2,2,1,134,232
2009,9,2,2,1,135,129
